Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
beta_19, 0.0927306260123, 0.0968748536824, 0.00820393387994, 0.0251422685735, 0.198496637948, 0.0233637418734, 0.0637712103489, 0.0847310464903, 0.0965192286842, 0.198496637948
beta_20, 1.59217569496, 0.176321986028, 0.016912100719, 1.46652553099, 1.94008758843, 1.46199103214, 1.47506034019, 1.52484392749, 1.58141617688, 1.94008758843
beta_21, 0.0584043541214, 0.0759202005181, 0.00610860967859, 0.040398421094, 0.0773671485997, 0.0394157739173, 0.0497233174975, 0.0588117859849, 0.073097549688, 0.0772872796185
beta_22, 0.902880397602, 0.227241917915, 0.0226788036991, 0.763982522113, 1.38499241088, 0.763982522113, 0.783040483297, 0.804447047707, 0.823220644564, 1.38499241088
beta_23, -1.85777420354, 0.251020133566, 0.0244166951655, -2.35527493548, -1.71256551619, -2.35527493548, -1.76213043041, -1.75178067876, -1.72644489186, -1.71087080788
beta_24, 0.491271044322, 0.282857132973, 0.0275404643832, -0.103265502032, 0.657629165984, -0.103265502032, 0.580621678497, 0.610490041581, 0.629857406275, 0.666765293396
beta_25, 1.85808520603, 0.243010200204, 0.0242773968267, 1.37133829464, 1.99701473366, 1.37133829464, 1.9431412299, 1.97755376441, 1.99086420859, 2.00502781057
beta_26, 1.18644415966, 0.299276527419, 0.0299702684325, 1.00669981477, 1.78790478824, 1.00415995184, 1.03555194047, 1.04377474008, 1.07129339244, 1.78790478824
beta_27, 1.91128118447, 0.108231690086, 0.0103720025087, 1.70013391789, 1.98359162685, 1.70013391789, 1.93390604104, 1.94201318819, 1.96232788172, 1.98953122263
beta_28, 0.492629019334, 0.43102940792, 0.043192830399, 0.260555392418, 1.3908139923, 0.257499124514, 0.281030257315, 0.29113389133, 0.298854156676, 1.3908139923
beta_29, -0.362238187861, 0.157975223497, 0.0157678586223, -0.447975064452, -0.0317402333542, -0.449913594748, -0.442058221116, -0.439286846439, -0.429033275032, -0.0317402333542
beta_30, -0.987639836257, 0.157772479217, 0.0157801213919, -1.08122267403, -0.667107849307, -1.08172677481, -1.07443178983, -1.05480190709, -1.04675411676, -0.667107849307
beta_31, 0.0649557414142, 0.0158148519305, 0.00157696996199, 0.0556371020332, 0.0979326127063, 0.0553016801104, 0.0559456126717, 0.0579581265664, 0.0601648546276, 0.0979326127063
beta_32, -0.0998317613586, 0.0421271907862, 0.0041702277391, -0.186865464255, -0.0736005794157, -0.186865464255, -0.085624038381, -0.0823976284768, -0.0793866795113, -0.0726911112119
beta_33, -0.463835659565, 0.0294901900364, 0.00259776463984, -0.512220031352, -0.44682568513, -0.512220031352, -0.459205767867, -0.456436750598, -0.452764824782, -0.446203635424
beta_34, 0.0616587829551, 0.183852793016, 0.0177405249852, -0.0502555050087, 0.363379556532, -0.0518284658709, -0.031525019442, -0.0132843316379, 0.0319638252204, 0.363379556532
beta_35, 0.341285088825, 0.339585006255, 0.033326349344, -0.376604784879, 0.52425674904, -0.376604784879, 0.465818015035, 0.492254867958, 0.508966413998, 0.532701275313
beta_36, 2.74253323041, 0.147148750435, 0.0124930847009, 2.64323899588, 2.79389181015, 2.64323899588, 2.74765045505, 2.77385213775, 2.78173846658, 2.79683204098
beta_37, -0.938370237524, 0.397687770947, 0.0366845040773, -1.66942895501, -0.767570787205, -1.66942895501, -0.82713371694, -0.790532627569, -0.771751846304, -0.766207745349
beta_38, -0.380559217195, 0.0783148783993, 0.00776540247119, -0.424062826252, -0.215837983803, -0.425479549603, -0.421698716064, -0.412302638221, -0.401567472169, -0.215837983803
beta_39, -0.376021880154, 0.0554121217327, 0.00555696573271, -0.410474198235, -0.264239352564, -0.410895077418, -0.406875723144, -0.401431608412, -0.398854150382, -0.264239352564
beta_40, -2.03369353861, 0.0878362143711, 0.00745415613075, -2.12344231297, -1.96329483685, -2.12344231297, -2.07348961746, -2.04314299583, -1.99545101469, -1.91245935645
beta_41, 0.234833771084, 0.0306754184538, 0.00305788512046, 0.170447321903, 0.253236760537, 0.170447321903, 0.245776824219, 0.24879582809, 0.250951719021, 0.253604181884
beta_42, -0.95104440948, 0.0673630141716, 0.00640164483317, -1.00919463899, -0.847227796688, -1.00938986649, -0.990927569763, -0.966410425563, -0.96080262972, -0.847227796688
beta_43, 0.222040077556, 0.097339667498, 0.00965070280557, 0.0382289382252, 0.275526037632, 0.0382289382252, 0.258977857299, 0.265991090249, 0.274363554791, 0.276285911472
beta_44, -0.827346843356, 0.0941737737307, 0.00909702367078, -0.881885453782, -0.632135888731, -0.882519283424, -0.875041251149, -0.864266643044, -0.852996792831, -0.632135888731
beta_45, 2.08355895998, 0.168755262858, 0.0161314322036, 1.86604476825, 2.26378897599, 1.86604476825, 1.95242169137, 2.04978001365, 2.23433962444, 2.31252724223
beta_46, -1.92918412555, 0.134752675604, 0.0132883518742, -2.02433812704, -1.67666094719, -2.02895365128, -1.99785354075, -1.97657637687, -1.95700856169, -1.67666094719
beta_47, -0.209415412104, 0.116322320952, 0.0113583935702, -0.324782832858, 0.0148517694903, -0.32522307108, -0.288465032264, -0.2400653644, -0.219959578374, 0.0148517694903
beta_48, 0.652379582371, 0.0822638965489, 0.00812167273705, 0.590392509596, 0.81132585008, 0.588592866058, 0.604157601635, 0.62270561413, 0.638800225261, 0.81132585008
beta_49, -0.490638121067, 0.0309123066711, 0.00295328610426, -0.510041141972, -0.439485342565, -0.511365511335, -0.504080426863, -0.501877284625, -0.495010806975, -0.439485342565
beta_50, 0.101078364878, 0.0141872678389, 0.00140337365048, 0.0917950226527, 0.129566986107, 0.0913847281841, 0.0939022983722, 0.0947922156078, 0.0968577762637, 0.129566986107
beta_51, -2.93942164008, 0.237815175689, 0.0232470108614, -3.0902023302, -2.5271145866, -3.09022220098, -3.05389090072, -3.04677425448, -3.01270673197, -2.5271145866
beta_52, 0.42911440605, 0.0597331244884, 0.00599168897283, 0.303870193408, 0.464139952658, 0.303870193408, 0.454320886979, 0.456799371657, 0.45896128937, 0.464139952658
beta_53, -4.13028001653, 0.649536183662, 0.0649185019035, -4.50082071266, -2.84816643172, -4.50082071266, -4.46171942496, -4.41352113793, -4.39842484079, -2.84816643172
beta_54, -0.165988935348, 0.0266313696567, 0.00226491614654, -0.174974621089, -0.147394717182, -0.175273551735, -0.173422292587, -0.170970963871, -0.170044275043, -0.147394717182
beta_55, -0.374845989015, 0.0440508511775, 0.00420165196153, -0.453429913199, -0.338912653911, -0.453429913199, -0.370998980803, -0.362266175878, -0.346414584625, -0.337237572018
beta_56, 0.241223088793, 0.104784165933, 0.00889902276248, 0.185815997074, 0.323134421647, 0.125117710856, 0.206988731906, 0.236355225554, 0.306962852257, 0.323134421647
beta_57, 1.2670171776, 0.183826164491, 0.0184149465, 0.895812562624, 1.36815291171, 0.895812562624, 1.34270428326, 1.35003453606, 1.3655060177, 1.371064284
beta_58, 2.45997230159, 0.0965755147649, 0.0076585919359, 2.36455527196, 2.52419881517, 2.36455527196, 2.45475081739, 2.46783633325, 2.50217111375, 2.52419881517
beta_59, 4.72492061411, 0.332177138748, 0.0295537352114, 4.56240398871, 5.28039138856, 4.54225226459, 4.58547566558, 4.63480140725, 4.72157222651, 5.28039138856
beta_60, 1.51945539725, 0.447596107488, 0.044946108632, 0.585228914691, 1.77725302752, 0.585228914691, 1.72192926162, 1.73503237491, 1.74806899319, 1.781051587
beta_61, 0.407060205841, 0.0185805618254, 0.00163186239361, 0.397263918138, 0.429431938907, 0.368832000957, 0.399666354831, 0.408051748017, 0.410712091159, 0.429431938907
beta_62, 1.10177902133, 0.0943755737176, 0.00904322692772, 0.93582430342, 1.1863346039, 0.93582430342, 1.07018924303, 1.0939228084, 1.17390035673, 1.24073376091
beta_63, 1.96296622388, 0.106015113639, 0.00851871618773, 1.92934476029, 2.05048274924, 1.90629400845, 1.94081885017, 1.96709077416, 1.9703496564, 2.05048274924
beta_64, -0.313012355281, 0.114981258821, 0.0107282427247, -0.461634602911, -0.221442783156, -0.461634602911, -0.31600113875, -0.277409225535, -0.242285873211, -0.215900036154
beta_65, 0.729613190122, 0.399569497354, 0.0399049040753, -0.0586136416475, 0.933429694181, -0.0586136416475, 0.911254736988, 0.923386523417, 0.927460442387, 0.93477688349
beta_66, -0.808891526781, 0.280863243498, 0.0281086723025, -0.964272136621, -0.214486289652, -0.96520945546, -0.955625832019, -0.940783265241, -0.930489757694, -0.214486289652
beta_67, 1.16547239131, 0.0391145622273, 0.00350878610215, 1.10442693668, 1.19544029622, 1.10442693668, 1.16402693412, 1.17872097288, 1.18768844374, 1.19719827052
beta_68, -1.42084878656, 0.0781358579311, 0.00699154124476, -1.47664610347, -1.34514570166, -1.4768182318, -1.46574587705, -1.4298339086, -1.41422687485, -1.34514570166
beta_69, 0.581238645135, 0.153319010374, 0.0147763755915, 0.33358562938, 0.662319750179, 0.33358562938, 0.635075239045, 0.64606202593, 0.655841549679, 0.662784120135
beta_70, 2.0146492507, 0.10479821789, 0.0100554331004, 1.82365599535, 2.09445045082, 1.82365599535, 2.02332629171, 2.05869411639, 2.0717683317, 2.09540383014
beta_71, 1.39680215497, 0.0681489806346, 0.00667893988627, 1.28543431421, 1.45814597851, 1.28277409713, 1.40395556159, 1.41930121272, 1.43585225382, 1.45814597851
beta_72, -0.188362092894, 0.121246761426, 0.0121555229793, -0.440387265799, -0.119179762685, -0.440387265799, -0.140414692405, -0.132928293533, -0.124444882369, -0.118559857288
beta_73, 0.749174546739, 0.128199497058, 0.0127933633834, 0.677154549527, 1.0201995816, 0.675341009629, 0.684783844561, 0.686749214619, 0.697951803778, 1.0201995816
beta_74, -0.476256816341, 0.133049043342, 0.0132493615689, -0.758832159669, -0.40652340336, -0.758832159669, -0.42050363074, -0.415330923592, -0.410761903698, -0.404770591392
beta_75, 2.09018843008, 0.174099802531, 0.0168944898637, 1.79555361479, 2.18236157499, 1.79555361479, 2.15456441159, 2.16591875313, 2.17244212775, 2.18335811166
beta_76, -0.387098354319, 0.0945676405379, 0.00854362359552, -0.470363101539, -0.346041261657, -0.470363101539, -0.417694849307, -0.36814904174, -0.356804342196, -0.340849964052
beta_77, 0.0626964527356, 0.259695999654, 0.0256331619311, -0.171572970615, 0.522392320021, -0.175387605709, -0.156780599109, 0.00911841988419, 0.103448816853, 0.522392320021
beta_78, 1.0648157079, 0.290651207584, 0.0290919824004, 0.839055148012, 1.64858389455, 0.834461466014, 0.867662095266, 0.930447655956, 1.10153679099, 1.64858389455
beta_79, 1.61770975585, 0.441309953822, 0.0435775884616, 0.68867866382, 1.96783221657, 0.68867866382, 1.69666597294, 1.78190615894, 1.86945349046, 1.97210590769
beta_80, -0.00147922075426, 0.00234615488982, 0.000228481604022, -0.00560612348203, -0.000169292516072, -0.00560612348203, -0.000581978707916, -0.0004308611573, -0.000269084795051, -0.000155762751923
beta_81, -0.165028496878, 0.044717316343, 0.00412823537274, -0.188627663876, -0.0853422491334, -0.190467780298, -0.183000173706, -0.180921180722, -0.177185889414, -0.0853422491334
beta_82, 0.927204708343, 0.155870201449, 0.0154210071407, 0.828882741772, 1.26092717786, 0.825516441031, 0.848626477342, 0.855590528026, 0.878684642371, 1.26092717786
beta_83, -0.242365199869, 0.0271032722065, 0.00266266114496, -0.29769393039, -0.225916827333, -0.29769393039, -0.232089104787, -0.230610003122, -0.228909971945, -0.225130018079
beta_84, -0.139773342217, 0.00786028840171, 0.000731693822047, -0.144642514172, -0.12935350458, -0.144685747946, -0.143536218789, -0.142737951203, -0.141696456497, -0.12935350458
beta_85, -2.01552205209, 0.420845928351, 0.041181436722, -2.90879577179, -1.79418244466, -2.90879577179, -1.85096146645, -1.83254609325, -1.81019271504, -1.79002802782
beta_86, -0.143381327232, 0.0989053974666, 0.0098710996316, -0.194996981186, 0.0551212970225, -0.195417901369, -0.192724179209, -0.189814372799, -0.186239097611, 0.0551212970225
beta_87, 0.65364028484, 0.196485893025, 0.0196847406498, 0.544969954567, 1.06748325518, 0.543909409443, 0.554845527354, 0.55708612441, 0.570257842287, 1.06748325518
beta_88, 0.481332904866, 0.0613618429263, 0.0061117638423, 0.359843451827, 0.513717850877, 0.359843451827, 0.507931019419, 0.510459745964, 0.511527411808, 0.513895758305
beta_89, -0.571175667, 0.0834246719904, 0.00814891578898, -0.721372348156, -0.503527503415, -0.721372348156, -0.568615569659, -0.551085810227, -0.51216923758, -0.503527503415
beta_90, 1.50569718801, 0.201471928661, 0.0201815109282, 1.08822594249, 1.61770812825, 1.08822594249, 1.59157846383, 1.60125450858, 1.60632216912, 1.61900981286
beta_91, 0.298855269457, 0.258221270183, 0.0257298132502, -0.211459238724, 0.43129403853, -0.211459238724, 0.414360632641, 0.417214402356, 0.423220153029, 0.435550719091
beta_92, 0.836938557459, 0.104475099604, 0.0104223530795, 0.636767233783, 0.902194407648, 0.636767233783, 0.88053675744, 0.883564045183, 0.895253540702, 0.903128031131
beta_93, -1.57676880034, 0.103568165224, 0.00987036005712, -1.62430679333, -1.43004745086, -1.62629131015, -1.61154152838, -1.60545813777, -1.60037475739, -1.43004745086
beta_94, -0.419443693675, 0.0689187265598, 0.00681513724319, -0.459449021951, -0.276615385189, -0.459966679217, -0.454476255716, -0.451600085658, -0.44862938326, -0.276615385189
beta_95, 2.26229077535, 0.271041865086, 0.0269509885179, 1.99534780047, 2.78773239987, 1.99534780047, 2.04771883845, 2.2129959659, 2.30975370494, 2.78773239987
beta_96, -2.19678080243, 0.50849084114, 0.0508558584068, -3.22820777305, -1.88720381058, -3.22820777305, -1.98854895017, -1.97050964051, -1.94134235456, -1.87342937473
beta_97, 0.250891119722, 0.0862872686436, 0.00860705656899, 0.188449661883, 0.419079633866, 0.187512292794, 0.194672968681, 0.219176332106, 0.225855824112, 0.419079633866
beta_98, -0.926161316356, 0.0474586216592, 0.00376517000499, -0.953166898047, -0.910515371638, -0.953166898047, -0.939664165276, -0.92846735407, -0.920774969953, -0.866633854521
beta_99, 0.0115983925288, 0.00100914838588, 8.40261157238e-05, 0.0104709637721, 0.0124307041451, 0.0104709637721, 0.011040744266, 0.0116082194204, 0.0120247044953, 0.0129632571916
beta_100, 0.124200285102, 0.148975153653, 0.0149036123963, -0.183536173081, 0.202051501858, -0.183536173081, 0.185813947787, 0.195242317121, 0.196696930727, 0.202521567835
beta_101, 1.93788069923, 0.114175619527, 0.0102682821666, 1.83768763731, 2.06366687546, 1.83768763731, 1.89989524369, 1.95573974167, 2.01380063496, 2.06540774899
beta_102, 0.407083745316, 0.118559333619, 0.0109301928592, 0.257204227918, 0.48352257251, 0.257204227918, 0.421607828708, 0.442468111668, 0.472445735009, 0.487090419641
beta_103, -2.83405626192, 0.718122608246, 0.0712426090085, -4.37537213624, -2.46276034319, -4.37537213624, -2.52239600289, -2.50047448531, -2.47668478326, -2.4538827217
beta_104, -0.186616636249, 0.0130909107038, 0.00128836391401, -0.210545757195, -0.173124628132, -0.210545757195, -0.187334255193, -0.18428698447, -0.175237643807, -0.173124628132
beta_105, 0.265357133956, 0.193529414533, 0.018858964152, -0.143220435703, 0.371773071853, -0.143220435703, 0.327330647567, 0.337383880205, 0.363965674251, 0.390565261061
beta_106, -0.625647620109, 0.0191627999956, 0.00159045001551, -0.639522068354, -0.614357331988, -0.639622586429, -0.634098774913, -0.627621929475, -0.623170971512, -0.614357331988
beta_107, 3.86583574802, 0.196724982385, 0.0181527679323, 3.6284398551, 3.9907512171, 3.6284398551, 3.88087024627, 3.92965308978, 3.97139203965, 3.9907512171
beta_108, -1.59493084309, 0.171520765894, 0.0156990929654, -1.73429503223, -1.32578502393, -1.73429503223, -1.69416184482, -1.64560243892, -1.59674164801, -1.32578502393
beta_109, -1.503056415, 0.106677934881, 0.00943624189995, -1.67774283591, -1.45061426619, -1.67774283591, -1.48598274528, -1.47970515414, -1.46008094754, -1.41461015788
beta_110, -0.624290917302, 0.120089360721, 0.0118772935257, -0.87434859203, -0.546324870629, -0.87434859203, -0.588885550465, -0.573432760426, -0.551854002629, -0.544005766814
beta_111, -1.43357966457, 0.367147969983, 0.0365801735781, -2.20518322593, -1.2134030227, -2.20518322593, -1.30639597672, -1.27401386492, -1.25733706959, -1.19877248479
beta_112, -0.10444755414, 0.0417355661537, 0.00413715927138, -0.12816669387, -0.0158474701807, -0.12816669387, -0.126038776192, -0.121802616508, -0.116756032542, -0.0158474701807
beta_113, -1.13565085156, 0.443907599089, 0.0444580070328, -1.36692443087, -0.188680012499, -1.37133285482, -1.35306076795, -1.34353864574, -1.33479643731, -0.188680012499
beta_114, -0.254292113324, 0.0184188188573, 0.00145107834463, -0.269277228663, -0.2437148119, -0.270908620512, -0.256205746271, -0.252613489748, -0.246025292068, -0.244109178368
beta_115, 4.62657576781, 0.84939304478, 0.0849607282889, 2.94438020043, 5.29251576335, 2.94438020043, 4.83687880699, 4.95185450457, 5.15521326453, 5.30643078156
beta_116, 0.446950617119, 0.0152290683261, 0.00131633092185, 0.433719447473, 0.459680700117, 0.433719447473, 0.435801864556, 0.446132015533, 0.455864659725, 0.459680700117
beta_117, -0.537928497111, 0.251710862154, 0.0250377670843, -0.686499765892, -0.0504969302561, -0.688984693131, -0.675905011095, -0.639867938848, -0.626855258511, -0.0504969302561
beta_118, 0.467475492961, 0.0943539510298, 0.00915200301212, 0.27931122885, 0.527499926555, 0.27931122885, 0.484781993109, 0.507489597663, 0.523014270458, 0.529750049038
beta_119, -0.0407592610607, 0.00649787828122, 0.000639854208015, -0.0545207131956, -0.036860907086, -0.0545207131956, -0.0385904204571, -0.038191576451, -0.0373384285154, -0.036860907086
beta_120, -1.22581613962, 0.313284752969, 0.0313964162564, -1.41122673067, -0.572166875329, -1.41122673067, -1.38848458277, -1.3679141091, -1.35514030891, -0.572166875329
beta_121, 3.0705365993, 0.122806554301, 0.0104219747454, 2.99570368616, 3.17529167242, 2.99570368616, 3.0231901681, 3.05317702227, 3.14551261817, 3.18014371925
beta_122, 3.72152550524, 0.606574008056, 0.0606081311058, 2.49275948762, 4.04268022846, 2.49275948762, 3.97813787933, 4.00025280431, 4.03205935742, 4.04530320641
beta_123, 3.05342698793, 0.210393906367, 0.0206329246842, 2.66460108933, 3.21387476089, 2.66460108933, 3.07904106481, 3.13266283975, 3.17590463224, 3.22003101698
beta_124, -0.85378699813, 0.066925496967, 0.00626398481905, -0.900233619201, -0.744912702035, -0.901066322548, -0.883597199126, -0.864560705925, -0.849817218827, -0.744912702035
beta_125, 0.822923755274, 0.0480264393208, 0.00432730243631, 0.761798693161, 0.849621642253, 0.761798693161, 0.821743918545, 0.836007002989, 0.845491482832, 0.851331796361
beta_126, -0.386557663923, 0.0192112886369, 0.00164636906929, -0.395926537507, -0.372447982753, -0.396337939332, -0.39425591489, -0.391068844512, -0.386914851794, -0.372447982753
beta_127, 0.0416523732258, 0.00219385415891, 0.00018626289482, 0.0404968386771, 0.0427254017807, 0.0404968386771, 0.0411935427039, 0.0419782006122, 0.0423706431617, 0.0428488875354
beta_128, 1.83192243886, 0.0979983599612, 0.00796127892147, 1.81187472806, 1.87339507652, 1.81187472806, 1.83427832105, 1.84407071955, 1.84615470644, 1.87372478545
beta_129, 1.3805933527, 0.0651820562166, 0.00557032704088, 1.34697976664, 1.42660447368, 1.34697976664, 1.37052222652, 1.3769077198, 1.40435491555, 1.42660447368
beta_130, -0.137271576502, 0.0469185923387, 0.00469814825439, -0.237392396873, -0.111217187939, -0.237392396873, -0.118543017736, -0.115683970351, -0.113961516856, -0.110887324433
beta_131, -1.49539504786, 0.0662766504709, 0.00610838398257, -1.5792073865, -1.45522964169, -1.57820796378, -1.5413687832, -1.4830839463, -1.46636213141, -1.28937939746
beta_132, -0.569111026118, 0.131463160236, 0.0131219024377, -0.657187735908, -0.296285010383, -0.657187735908, -0.644855245661, -0.632955881374, -0.606210875401, -0.296285010383
beta_133, 2.54136336195, 0.235386057691, 0.0227711388909, 2.38164789406, 3.02326129694, 2.38164789406, 2.41570007278, 2.4753081617, 2.49993883251, 3.02326129694
beta_134, -0.322025241927, 0.0269901556433, 0.00248309095823, -0.374462268276, -0.3064388115, -0.374462268276, -0.317377619235, -0.313395085252, -0.308694924039, -0.305808782193
beta_135, 2.45217072093, 0.277877137873, 0.0275497108747, 1.93472495859, 2.61148814423, 1.93472495859, 2.57068635778, 2.58017332418, 2.59638377319, 2.61361694408
beta_136, -1.22489174446, 0.109425798864, 0.0101978202595, -1.43799681776, -1.1653351269, -1.43799681776, -1.19686036323, -1.18773500268, -1.17802082712, -1.14610499953
beta_137, 0.184016729016, 0.0470233855085, 0.0045002672473, 0.108703558627, 0.212242530328, 0.108703558627, 0.194760858543, 0.198806964672, 0.211728623288, 0.21255571211
beta_138, 0.00867897224596, 0.00498499552006, 0.000401752020941, 0.00812470035299, 0.0104156393141, 0.00780862240297, 0.00884219295521, 0.00910102706506, 0.00940857494577, 0.0103583669649
beta_139, -4.04532438017, 0.546819298309, 0.0543878232475, -4.3886451441, -2.99050055547, -4.3886451441, -4.3589691327, -4.26035377107, -4.23407626037, -2.99050055547
beta_140, 4.42638199619, 0.350268018826, 0.0311923391645, 4.26986256181, 5.00097785421, 4.26432816565, 4.30870652203, 4.31848683689, 4.34008501318, 5.00097785421
beta_141, -0.755985198581, 0.087372814064, 0.00868351226395, -0.81368688228, -0.582749819062, -0.81449924425, -0.804151734042, -0.798386439307, -0.782221666986, -0.582749819062
beta_142, -0.08790088772, 0.00942227442792, 0.000917746947674, -0.0970745207595, -0.073196014236, -0.0971077664219, -0.0926768279446, -0.0902319144594, -0.0888434726361, -0.0732260587575
beta_143, 0.0358421137384, 0.0191873112841, 0.00192261851682, 0.0242143830829, 0.0757990416225, 0.0242143830829, 0.0254238267216, 0.0273153512778, 0.0285605863313, 0.0757990416225
beta_144, -0.919476812913, 0.198078437629, 0.0183381757662, -1.06279570768, -0.600807194817, -1.06397951373, -1.01086090348, -0.987477725423, -0.96013530024, -0.600807194817
beta_145, -0.675508790006, 0.358014150817, 0.0354530759906, -0.917771132113, -0.0105391170415, -0.924430723496, -0.88985478118, -0.811845143112, -0.759445533498, -0.0105391170415
beta_146, -0.0584886505497, 0.0573170410471, 0.00487299093255, -0.0688044618584, -0.0501301244863, -0.141021213948, -0.0596452377011, -0.0577208474789, -0.0527763290573, -0.0507514686776
beta_147, -1.63171914215, 0.119471027226, 0.0113249805823, -1.69264575291, -1.45241917068, -1.69628376631, -1.68674489978, -1.67868559403, -1.67071593128, -1.45241917068
beta_148, -2.05604271974, 0.130101935542, 0.0122529969302, -2.12877538151, -1.86454398961, -2.13144554827, -2.11839557508, -2.1068928262, -2.09758209229, -1.86454398961
beta_149, -0.0139265444487, 0.0915270452275, 0.00729324469976, -0.0416897342625, 0.0589573054543, -0.0418239400517, -0.0298120502636, -0.0247302450869, -0.0177266505076, 0.0589573054543
beta_150, -4.12785590042, 0.47794838728, 0.0473090153746, -4.38354316809, -3.21590809196, -4.3854068735, -4.36256288794, -4.34722373552, -4.33609883658, -3.21590809196
beta_151, -0.13655532547, 0.0653170586691, 0.00600785911974, -0.179479272352, -0.0253042616609, -0.181121330167, -0.165057239029, -0.158440241156, -0.147482303082, -0.0253042616609
beta_152, 0.00212295994154, 0.00119248362994, 0.000117601182752, -0.000112625877762, 0.00273790965747, -0.000112625877762, 0.00262049808458, 0.00268173278401, 0.00269231125383, 0.00274583087522
beta_153, 0.313304000614, 0.0893698108076, 0.00889123592581, 0.127014614546, 0.36203228626, 0.127014614546, 0.350473342855, 0.353988486243, 0.356374998074, 0.362065981648
beta_154, 0.0544539662239, 0.0764854515858, 0.00767532538537, 0.0131525789566, 0.215809137975, 0.0131525789566, 0.0148423984255, 0.0190251276209, 0.0215710171179, 0.215809137975
beta_155, 0.98509681628, 0.0721521468581, 0.00685023872832, 0.872933073141, 1.02460910254, 0.872933073141, 1.0040763183, 1.01303348434, 1.01827166542, 1.02493711192
beta_156, -0.117340386257, 0.208697237249, 0.0207770970613, -0.232262414046, 0.285270799658, -0.234600092262, -0.221953474314, -0.216648608245, -0.200803391386, 0.285270799658
beta_157, 0.911261676478, 0.0570438579973, 0.00548260591244, 0.823715082118, 0.955194665058, 0.823715082118, 0.9242851433, 0.93152593083, 0.941847776476, 0.9557060743
beta_158, -1.75909578437, 0.143278862189, 0.013291895895, -2.02435979189, -1.69175174684, -2.02435979189, -1.71425659228, -1.70632497237, -1.7037084941, -1.68749583155
beta_159, 0.231008062198, 0.066038784965, 0.00636318265752, 0.124350014045, 0.26767980326, 0.124350014045, 0.254613831305, 0.258460478885, 0.261903300293, 0.267857708744
beta_160, -0.123292374809, 0.169424632385, 0.0169486924856, -0.218942545344, 0.213527910118, -0.219668717464, -0.210033374881, -0.204778160872, -0.186881851137, 0.213527910118
beta_161, 0.251919379149, 0.033791895052, 0.00333344071262, 0.230773666734, 0.32254069192, 0.228463347746, 0.23413651566, 0.236913370619, 0.240758062802, 0.32254069192
beta_162, -1.12383914999, 0.0400404482, 0.0035026783931, -1.15681218023, -1.07555764844, -1.15734451222, -1.14479838312, -1.13090712023, -1.12311854008, -1.07555764844
beta_163, 0.802886779608, 0.110056467373, 0.0108742427624, 0.735316534964, 1.02947496423, 0.732147638069, 0.746186175589, 0.750285896476, 0.765967028882, 1.02947496423
beta_164, -2.1742376477, 0.194344148575, 0.0180057400896, -2.52585833596, -2.02782803589, -2.52585833596, -2.19073685157, -2.14731271357, -2.04446308888, -2.02782803589
beta_165, 0.0535047283341, 0.134223973728, 0.0109091390306, -0.0173071567563, 0.129293156337, -0.0173071567563, 0.00964788460146, 0.0596143556424, 0.0778667334085, 0.129293156337
beta_166, 2.16807394239, 0.546013324889, 0.0547623085229, 1.02848190588, 2.50354059331, 1.02848190588, 2.35919009883, 2.38966589264, 2.48345116718, 2.50354059331
beta_167, -2.14996263083, 0.114778441747, 0.0105712193148, -2.24513247663, -2.00728149494, -2.24561799354, -2.20603454346, -2.18334207717, -2.14363566002, -2.00728149494
beta_168, -1.64115861912, 0.172692271259, 0.0171143980029, -1.99856970067, -1.54122217869, -1.99856970067, -1.58135672734, -1.56355678874, -1.55242184899, -1.53204016193
beta_169, -3.97812326248, 0.591891497708, 0.0593042565445, -4.35077923218, -2.75679581612, -4.35413948015, -4.32931629317, -4.24417987625, -4.16490832285, -2.75679581612
beta_170, 0.999213250917, 0.0707034097843, 0.00674968392397, 0.912617330789, 1.04545744656, 0.790912037433, 1.00918166641, 1.03083906402, 1.0379652466, 1.04542119867
beta_171, -0.130268863075, 0.3038764593, 0.0279359188958, -0.661986424333, 0.133870055572, -0.661986424333, -0.146142915871, -0.0906143999008, 0.0443850717096, 0.138344982626
beta_172, 0.0705555192396, 0.0711020080863, 0.00703063867069, -0.0783939163617, 0.10721105114, -0.0783939163617, 0.100835340768, 0.103556838888, 0.106162355712, 0.10721105114
beta_173, 0.68406524011, 0.254124929447, 0.0247753550969, 0.233208556802, 0.809582682668, 0.233208556802, 0.787976499024, 0.795196560658, 0.801734315722, 0.812912449532
beta_174, -0.749715070252, 0.212626939117, 0.0170385609917, -0.800156857765, -0.733328158242, -0.800468322404, -0.783642007661, -0.763541823232, -0.752993571572, -0.733328158242
beta_175, 0.540488152402, 0.0564950488903, 0.00563504211651, 0.429181504949, 0.587735198504, 0.429181504949, 0.54550654477, 0.555637300012, 0.578578097445, 0.588772580324
beta_176, -0.325440293071, 0.166442921736, 0.0164088064918, -0.413015950095, -0.0120602748632, -0.415555921102, -0.404748949457, -0.400462367369, -0.393973142225, -0.0120602748632
beta_177, 1.37912625055, 0.265557145848, 0.0262516384536, 0.841774329062, 1.63356006201, 0.841774329062, 1.37848135654, 1.43131843443, 1.59444676933, 1.64965280541
