28,25,2013-12-23,37-242,SAS,,TOR,W (+13),1,28:14,4,15,.267,0,0,,1,2,.500,3,9,12,4,0,4,0,3,9,8.9,+1\
29,26,2013-12-25,37-244,SAS,,HOU,L (-13),1,34:28,4,12,.333,0,0,,3,6,.500,4,10,14,5,1,6,0,4,11,15.9,-26\
30,27,2013-12-26,37-245,SAS,@,DAL,W (+9),1,31:40,7,16,.438,0,0,,7,8,.875,2,11,13,3,0,2,3,2,21,16.6,-7\
31,28,2013-12-29,37-248,SAS,,SAC,W (+8),1,33:27,8,17,.471,0,0,,1,1,1.000,3,10,13,2,0,2,2,2,17,13.4,-5\
32,29,2013-12-31,37-250,SAS,,BRK,W (+21),1,24:04,7,11,.636,0,0,,1,2,.500,0,5,5,1,1,0,1,0,15,11.9,+23\
33,30,2014-01-02,37-252,SAS,,NYK,L (-4),1,31:43,3,8,.375,0,0,,3,4,.750,1,6,7,2,0,2,1,0,9,8.5,-6\
34,31,2014-01-04,37-254,SAS,,LAC,W (+24),1,31:57,9,18,.500,0,0,,1,1,1.000,3,8,11,4,1,1,0,1,19,18.6,+25\
35,32,2014-01-07,37-257,SAS,@,MEM,W (+2),1,38:19,9,16,.563,0,0,,6,8,.750,2,15,17,4,1,2,5,2,24,20.9,+1\
36,33,2014-01-08,37-258,SAS,,DAL,W (+22),1,29:23,5,8,.625,0,0,,6,6,1.000,3,10,13,1,0,2,4,0,16,15.6,+17\
37,34,2014-01-12,37-262,SAS,,MIN,W (+18),1,27:48,5,9,.556,0,0,,5,6,.833,0,8,8,5,0,4,3,0,15,16.0,+17\
38,35,2014-01-13,37-263,SAS,@,NOP,W (+6),1,26:06,7,14,.500,0,0,,4,7,.571,2,7,9,2,0,0,3,6,18,9.3,+6\
39,36,2014-01-15,37-265,SAS,,UTA,W (+4),1,23:45,7,10,.700,0,0,,1,1,1.000,0,8,8,4,0,3,1,1,15,16.7,+18\
40,37,2014-01-17,37-267,SAS,,POR,L (-9),1,35:49,6,16,.375,0,0,,1,3,.333,1,6,7,3,0,2,3,2,13,5.6,-7\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
41,38,2014-01-19,37-269,SAS,,MIL,W (+28),1,27:45,4,7,.571,0,0,,3,7,.429,1,12,13,2,0,3,0,1,11,13.5,+14\
42,39,2014-01-22,37-272,SAS,,OKC,L (-6),1,33:18,6,10,.600,0,0,,2,6,.333,3,10,13,3,2,1,2,0,14,15.7,-10\
43,40,2014-01-24,37-274,SAS,@,ATL,W (+26),1,26:59,7,14,.500,0,0,,3,6,.500,4,12,16,2,0,4,3,1,17,16.0,+21\
44,41,2014-01-26,37-276,SAS,@,MIA,L (-12),1,24:25,9,13,.692,0,1,.000,5,5,1.000,1,2,3,0,2,1,1,3,23,19.3,-21\
45,42,2014-01-28,37-278,SAS,@,HOU,L (-7),1,30:14,6,10,.600,0,0,,0,2,.000,6,8,14,2,1,4,3,5,12,13.4,+2\
46,43,2014-01-29,37-279,SAS,,CHI,L (-10),1,35:25,7,14,.500,0,0,,3,4,.750,3,9,12,1,1,1,4,1,17,12.4,-21\
47,44,2014-02-01,37-282,SAS,,SAC,W (+2),1,32:54,8,13,.615,0,0,,7,12,.583,4,13,17,5,0,2,1,0,23,25.7,+4\
48,45,2014-02-03,37-284,SAS,@,NOP,W (+7),1,28:51,10,20,.500,0,0,,1,3,.333,2,5,7,2,1,6,4,2,21,14.9,-10\
49,46,2014-02-05,37-286,SAS,@,WAS,W (+7),1,40:08,13,20,.650,0,0,,5,7,.714,2,9,11,5,2,3,3,6,31,27.7,+13\
50,,2014-02-06,37-287,SAS,@,BRK,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play\
51,47,2014-02-08,37-289,SAS,@,CHA,W (+4),1,31:40,6,13,.462,0,0,,4,6,.667,2,10,12,0,0,2,5,4,16,7.7,-3\
52,48,2014-02-10,37-291,SAS,@,DET,L (-9),1,21:43,5,8,.625,0,0,,1,2,.500,0,8,8,4,0,1,6,0,11,6.9,-21\
53,49,2014-02-12,37-293,SAS,@,BOS,W (+12),1,35:15,9,15,.600,0,0,,7,8,.875,1,8,9,2,0,1,3,2,25,19.1,+18\
54,50,2014-02-18,37-299,SAS,@,LAC,W (+10),1,37:36,8,19,.421,0,0,,3,4,.750,4,9,13,7,0,1,4,5,19,13.6,0\
55,,2014-02-19,37-300,SAS,@,POR,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play\
56,51,2014-02-21,37-302,SAS,@,PHO,L (-21),1,21:29,4,10,.400,0,1,.000,5,5,1.000,0,5,5,0,1,0,2,1,13,7.7,-14\
57,52,2014-02-26,37-307,SAS,,DET,W (+10),1,26:53,5,12,.417,0,0,,3,3,1.000,2,7,9,1,2,1,2,3,13,10.3,+17\
58,53,2014-02-28,37-309,SAS,,CHA,W (+10),1,33:04,6,12,.500,0,0,,5,5,1.000,2,14,16,6,1,1,4,2,17,17.7,+19\
59,54,2014-03-02,37-311,SAS,,DAL,W (+6),1,34:37,5,11,.455,0,0,,7,9,.778,2,7,9,2,0,2,4,3,17,11.6,-1\
60,55,2014-03-04,37-313,SAS,@,CLE,W (+21),1,26:15,2,5,.400,0,0,,3,4,.750,0,8,8,4,0,3,0,1,7,10.8,+5\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
61,56,2014-03-06,37-315,SAS,,MIA,W (+24),1,33:20,9,13,.692,0,0,,5,5,1.000,2,9,11,2,0,1,3,4,23,19.1,+7\
62,57,2014-03-08,37-317,SAS,,ORL,W (+9),1,28:35,4,13,.308,0,0,,3,5,.600,1,9,10,2,1,3,1,2,11,8.8,+15\
63,58,2014-03-11,37-320,SAS,@,CHI,W (+8),1,27:14,2,9,.222,0,0,,0,0,,2,7,9,5,1,0,0,1,4,6.1,+17\
64,59,2014-03-12,37-321,SAS,,POR,W (+13),1,25:35,5,9,.556,0,0,,0,0,,2,9,11,2,0,0,0,1,10,10.8,-7\
65,60,2014-03-14,37-323,SAS,,LAL,W (+34),1,15:01,4,10,.400,0,0,,1,1,1.000,0,8,8,2,0,3,1,1,9,8.1,+20\
66,61,2014-03-16,37-325,SAS,,UTA,W (+18),1,30:26,7,10,.700,0,0,,2,2,1.000,1,5,6,6,1,2,2,1,16,18.2,+12\
67,62,2014-03-19,37-328,SAS,@,LAL,W (+16),1,32:17,5,10,.500,0,0,,2,2,1.000,5,11,16,6,3,0,4,4,12,15.4,+28\
68,63,2014-03-21,37-330,SAS,@,SAC,W (+20),1,33:52,3,12,.250,0,0,,4,6,.667,3,6,9,6,0,2,0,2,10,10.7,+13\
69,,2014-03-22,37-331,SAS,@,GSW,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive\
70,64,2014-03-24,37-333,SAS,,PHI,W (+22),1,23:18,9,12,.750,0,0,,1,2,.500,2,3,5,2,1,0,2,2,19,15.7,-1\
71,65,2014-03-26,37-335,SAS,,DEN,W (+5),1,36:27,12,20,.600,0,0,,5,6,.833,2,11,13,5,2,2,5,2,29,25.2,+4\
72,66,2014-03-28,37-337,SAS,@,DEN,W (+31),1,22:21,9,15,.600,0,1,.000,2,3,.667,1,7,8,4,1,2,0,2,20,19.9,+14\
73,67,2014-03-29,37-338,SAS,,NOP,W (+16),1,25:28,5,9,.556,0,0,,2,5,.400,2,6,8,6,0,4,3,0,12,13.7,+27\
74,68,2014-03-31,37-340,SAS,@,IND,W (+26),1,30:45,3,10,.300,0,0,,3,4,.750,2,4,6,4,1,3,3,3,9,7.1,+18\
75,69,2014-04-02,37-342,SAS,,GSW,W (+21),1,20:21,7,11,.636,0,0,,1,2,.500,3,5,8,0,0,0,1,2,15,11.5,+7\
76,70,2014-04-03,37-343,SAS,@,OKC,L (-12),1,28:16,5,15,.333,0,0,,7,8,.875,2,6,8,1,0,2,0,2,17,12.6,-9\
77,71,2014-04-06,37-346,SAS,,MEM,W (+20),1,28:20,5,10,.500,0,0,,3,3,1.000,1,4,5,1,2,1,2,2,13,10.5,+17\
78,72,2014-04-08,37-348,SAS,@,MIN,L (-19),1,19:54,4,11,.364,0,0,,2,4,.500,3,3,6,1,0,4,3,2,10,5.8,-26\
79,73,2014-04-10,37-350,SAS,@,DAL,W (+9),1,39:17,7,12,.583,0,0,,6,9,.667,4,11,15,2,1,1,3,3,20,18.2,-4\
80,,2014-04-11,37-351,SAS,,PHO,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
81,74,2014-04-14,37-354,SAS,@,HOU,L (-6),1,29:42,4,10,.400,0,0,,4,4,1.000,5,4,9,2,0,0,2,0,12,10.7,-14\
82,,2014-04-16,37-356,SAS,,LAL,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive}
